ProductId,OrderID,Product,Category,Brand,Platform,City,Price,Quantity,TotalAmount,Rating,Reviews,,,,,
P3755,ORD103754,iPhone 13,Electronics,Apple,Jumia,Riyadh,1994,3,5982,3.09,1489,,,,,
P3756,ORD103755,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Cairo,4664.54,3,13993.62,4.29,3149,,,,,
P3757,ORD103756,Adidas Running Shoes,Fashion,Adidas,Jumia,Alexandria,2797.68,2,5595.36,1.87,1733,,,,,
P3758,ORD103757,Smartwatch FitPro,Wearables,FitPro,Amazon,Riyadh,19939.79,4,79759.16,1.43,3745,,,,,
P3759,ORD103758,Smartwatch FitPro,Wearables,FitPro,Amazon,Cairo,9222.5,4,36890,4.91,1437,,,,,
P3760,ORD103759,iPhone 13,Electronics,Apple,Amazon,Alexandria,13716.8,5,68584,1.33,4824,,,,,
P3761,ORD103760,iPhone 13,Electronics,Apple,Souq,Riyadh,14577.41,4,58309.64,2.34,3061,,,,,
P3762,ORD103761,HP Pavilion Laptop,Computers,HP,Jumia,Casablanca,13387.47,5,66937.35,1.12,19,,,,,
P3763,ORD103762,Dell Inspiron 3501,Computers,Dell,Jumia,Casablanca,5119.45,1,5119.45,4.09,2575,,,,,
P3764,ORD103763,Dell Inspiron 3501,Computers,Dell,Jumia,Alexandria,19116.92,3,57350.76,1.96,2804,,,,,
P3765,ORD103764,Adidas Running Shoes,Fashion,Adidas,Souq,Casablanca,16818.64,3,50455.92,1.77,1883,,,,,
P3766,ORD103765,Dell Inspiron 3501,Computers,Dell,Jumia,Dubai,16028.08,2,32056.16,2.65,749,,,,,
P3767,ORD103766,Adidas Running Shoes,Fashion,Adidas,Amazon,Giza,3889.41,2,7778.82,3.72,4933,,,,,
P3768,ORD103767,Bluetooth Headset,Accessories,JBL,Souq,Casablanca,2363.31,2,4726.62,3.36,1774,,,,,
P3769,ORD103768,HP Pavilion Laptop,Computers,HP,Souq,Dubai,15572.95,3,46718.85,4.56,4534,,,,,
P3770,ORD103769,Nike Air Max,Fashion,Nike,Amazon,Casablanca,16771.57,3,50314.71,1.08,1030,,,,,
P3771,ORD103770,HP Pavilion Laptop,Computers,HP,Amazon,Riyadh,6309.34,2,12618.68,4.05,4351,,,,,
P3772,ORD103771,HP Pavilion Laptop,Computers,HP,Amazon,Giza,19648.77,3,58946.31,2.97,4568,,,,,
P3773,ORD103772,HP Pavilion Laptop,Computers,HP,Jumia,Giza,10073.85,3,30221.55,2.83,3812,,,,,
P3774,ORD103773,Dell Inspiron 3501,Computers,Dell,Amazon,Giza,7400.64,2,14801.28,3,4268,,,,,
P3775,ORD103774,T-shirt Cotton,Fashion,Generic,Jumia,Alexandria,13370.33,5,66851.65,4.09,131,,,,,
P3776,ORD103775,Samsung Galaxy A14,Electronics,Samsung,Jumia,Giza,5590.8,2,11181.6,3.65,3096,,,,,
P3777,ORD103776,Nike Air Max,Fashion,Nike,Amazon,Riyadh,13695.95,5,68479.75,1.81,4778,,,,,
P3778,ORD103777,Smartwatch FitPro,Wearables,FitPro,Souq,Alexandria,6576.44,3,19729.32,2.79,4940,,,,,
P3779,ORD103778,Dell Inspiron 3501,Computers,Dell,Jumia,Riyadh,4943.93,3,14831.79,2.85,4623,,,,,
P3780,ORD103779,iPhone 13,Electronics,Apple,Souq,Alexandria,10815.25,2,21630.5,1.34,2845,,,,,
P3781,ORD103780,Smartwatch FitPro,Wearables,FitPro,Amazon,Cairo,15846.68,3,47540.04,4.69,1044,,,,,
P3782,ORD103781,Smartwatch FitPro,Wearables,FitPro,Jumia,Giza,15741.59,3,47224.77,4.09,263,,,,,
P3783,ORD103782,Dell Inspiron 3501,Computers,Dell,Souq,Alexandria,4418.98,5,22094.9,2.15,2886,,,,,
P3784,ORD103783,Adidas Running Shoes,Fashion,Adidas,Jumia,Dubai,5632.9,2,11265.8,4.21,3661,,,,,
P3785,ORD103784,T-shirt Cotton,Fashion,Generic,Jumia,Dubai,12403.46,3,37210.38,3.2,4232,,,,,
P3786,ORD103785,T-shirt Cotton,Fashion,Generic,Jumia,Dubai,14607.53,1,14607.53,3.36,794,,,,,
P3787,ORD103786,Bluetooth Headset,Accessories,JBL,Amazon,Dubai,15472.64,4,61890.56,4.54,3159,,,,,
P3788,ORD103787,Smartwatch FitPro,Wearables,FitPro,Souq,Riyadh,14801.48,3,44404.44,3.36,2676,,,,,
P3789,ORD103788,iPhone 13,Electronics,Apple,Jumia,Alexandria,12238.06,5,61190.3,4.61,707,,,,,
P3790,ORD103789,Bluetooth Headset,Accessories,JBL,Amazon,Alexandria,2422.97,1,2422.97,4.19,668,,,,,
P3791,ORD103790,Adidas Running Shoes,Fashion,Adidas,Amazon,Cairo,15377.88,2,30755.76,4.37,3009,,,,,
P3792,ORD103791,Dell Inspiron 3501,Computers,Dell,Jumia,Casablanca,17931.21,4,71724.84,4.9,2015,,,,,
P3793,ORD103792,iPhone 13,Electronics,Apple,Jumia,Dubai,2290,4,9160,4.23,1817,,,,,
P3794,ORD103793,Nike Air Max,Fashion,Nike,Amazon,Cairo,4965.07,1,4965.07,3.29,3638,,,,,
P3795,ORD103794,Nike Air Max,Fashion,Nike,Jumia,Cairo,1231.77,4,4927.08,1.43,3811,,,,,
P3796,ORD103795,Samsung Galaxy A14,Electronics,Samsung,Jumia,Riyadh,13141.45,5,65707.25,4.6,2071,,,,,
P3797,ORD103796,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Giza,17817.2,1,17817.2,4.53,4040,,,,,
P3798,ORD103797,Samsung Galaxy A14,Electronics,Samsung,Amazon,Cairo,17131.27,1,17131.27,4.61,3021,,,,,
P3799,ORD103798,Bluetooth Headset,Accessories,JBL,Jumia,Riyadh,681.39,4,2725.56,2.59,2932,,,,,
P3800,ORD103799,Bluetooth Headset,Accessories,JBL,Souq,Giza,1831.38,3,5494.14,4.9,2039,,,,,
P3801,ORD103800,HP Pavilion Laptop,Computers,HP,Jumia,Giza,3444.12,1,3444.12,4.51,3728,,,,,
P3802,ORD103801,Nike Air Max,Fashion,Nike,Jumia,Dubai,11730.49,4,46921.96,1.68,714,,,,,
P3803,ORD103802,HP Pavilion Laptop,Computers,HP,Jumia,Cairo,11743.76,2,23487.52,4.58,480,,,,,
P3804,ORD103803,iPhone 13,Electronics,Apple,Souq,Casablanca,8324.36,5,41621.8,2.01,4975,,,,,
P3805,ORD103804,Samsung Galaxy A14,Electronics,Samsung,Amazon,Dubai,2529.09,1,2529.09,4.95,4761,,,,,
P3806,ORD103805,Dell Inspiron 3501,Computers,Dell,Jumia,Giza,1192.26,1,1192.26,4.87,2506,,,,,
P3807,ORD103806,iPhone 13,Electronics,Apple,Jumia,Riyadh,3637.76,5,18188.8,4.15,966,,,,,
P3808,ORD103807,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Riyadh,5751.65,1,5751.65,1.01,2482,,,,,
P3809,ORD103808,HP Pavilion Laptop,Computers,HP,Jumia,Riyadh,6314.09,3,18942.27,3.45,468,,,,,
P3810,ORD103809,Smartwatch FitPro,Wearables,FitPro,Amazon,Dubai,1332.78,4,5331.12,4.63,4438,,,,,
P3811,ORD103810,Dell Inspiron 3501,Computers,Dell,Amazon,Riyadh,10631.04,4,42524.16,1.04,2061,,,,,
P3812,ORD103811,HP Pavilion Laptop,Computers,HP,Jumia,Casablanca,536.63,1,536.63,2.61,1698,,,,,
P3813,ORD103812,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Giza,19417.05,1,19417.05,3.13,3772,,,,,
P3814,ORD103813,Smartwatch FitPro,Wearables,FitPro,Amazon,Alexandria,17084.76,3,51254.28,1.13,379,,,,,
P3815,ORD103814,Nike Air Max,Fashion,Nike,Souq,Riyadh,13968,1,13968,4.88,3446,,,,,
P3816,ORD103815,Samsung Galaxy A14,Electronics,Samsung,Jumia,Dubai,14906.89,3,44720.67,3.6,409,,,,,
P3817,ORD103816,Samsung Galaxy A14,Electronics,Samsung,Souq,Cairo,977.99,5,4889.95,4.82,873,,,,,
P3818,ORD103817,Samsung Galaxy A14,Electronics,Samsung,Jumia,Dubai,12088.17,3,36264.51,3.75,2943,,,,,
P3819,ORD103818,Bluetooth Headset,Accessories,JBL,Amazon,Cairo,15355.01,4,61420.04,3.71,2164,,,,,
P3820,ORD103819,Smartwatch FitPro,Wearables,FitPro,Amazon,Giza,9817.73,3,29453.19,4.01,1797,,,,,
P3821,ORD103820,Smartwatch FitPro,Wearables,FitPro,Jumia,Cairo,14116.4,1,14116.4,2.42,2961,,,,,
P3822,ORD103821,Bluetooth Headset,Accessories,JBL,Amazon,Casablanca,7754.59,1,7754.59,1.63,4346,,,,,
P3823,ORD103822,Adidas Running Shoes,Fashion,Adidas,Jumia,Alexandria,2212.63,1,2212.63,1.62,293,,,,,
P3824,ORD103823,HP Pavilion Laptop,Computers,HP,Souq,Cairo,2716.18,1,2716.18,2.18,3126,,,,,
P3825,ORD103824,Adidas Running Shoes,Fashion,Adidas,Souq,Riyadh,3904.33,3,11712.99,1.11,4902,,,,,
P3826,ORD103825,Dell Inspiron 3501,Computers,Dell,Amazon,Alexandria,12074.93,1,12074.93,1.4,2564,,,,,
P3827,ORD103826,Bluetooth Headset,Accessories,JBL,Jumia,Cairo,10139.73,2,20279.46,1.58,893,,,,,
P3828,ORD103827,Bluetooth Headset,Accessories,JBL,Jumia,Casablanca,13895.46,1,13895.46,2.34,4731,,,,,
P3829,ORD103828,Smartwatch FitPro,Wearables,FitPro,Souq,Cairo,13999.71,5,69998.55,3.49,2371,,,,,
P3830,ORD103829,Dell Inspiron 3501,Computers,Dell,Jumia,Dubai,1876.33,2,3752.66,1.81,1371,,,,,
P3831,ORD103830,T-shirt Cotton,Fashion,Generic,Jumia,Casablanca,16740.63,3,50221.89,4.46,1929,,,,,
P3832,ORD103831,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Alexandria,6800.15,4,27200.6,1.63,700,,,,,
P3833,ORD103832,T-shirt Cotton,Fashion,Generic,Amazon,Giza,17286.18,3,51858.54,3.69,4356,,,,,
P3834,ORD103833,Dell Inspiron 3501,Computers,Dell,Amazon,Casablanca,2935.5,1,2935.5,3.17,1329,,,,,
P3835,ORD103834,Dell Inspiron 3501,Computers,Dell,Amazon,Cairo,7917.06,4,31668.24,4.62,4851,,,,,
P3836,ORD103835,Adidas Running Shoes,Fashion,Adidas,Jumia,Riyadh,15280.53,2,30561.06,1.76,4275,,,,,
P3837,ORD103836,Nike Air Max,Fashion,Nike,Souq,Cairo,7991.34,5,39956.7,2.66,66,,,,,
P3838,ORD103837,HP Pavilion Laptop,Computers,HP,Souq,Dubai,5293.23,3,15879.69,1.79,2428,,,,,
P3839,ORD103838,Dell Inspiron 3501,Computers,Dell,Amazon,Cairo,8144.22,3,24432.66,3.13,1989,,,,,
P3840,ORD103839,Smartwatch FitPro,Wearables,FitPro,Amazon,Cairo,1156.34,4,4625.36,3.76,3894,,,,,
P3841,ORD103840,Samsung Galaxy A14,Electronics,Samsung,Amazon,Dubai,2517.9,4,10071.6,4.78,1728,,,,,
P3842,ORD103841,T-shirt Cotton,Fashion,Generic,Jumia,Giza,14329.16,2,28658.32,3.65,4407,,,,,
P3843,ORD103842,Dell Inspiron 3501,Computers,Dell,Jumia,Alexandria,443.1,2,886.2,4.51,4001,,,,,
P3844,ORD103843,Bluetooth Headset,Accessories,JBL,Jumia,Riyadh,17483.35,4,69933.4,2.79,1343,,,,,
P3845,ORD103844,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Casablanca,592.77,2,1185.54,2.23,466,,,,,
P3846,ORD103845,iPhone 13,Electronics,Apple,Amazon,Riyadh,18782.52,1,18782.52,2.57,3430,,,,,
P3847,ORD103846,iPhone 13,Electronics,Apple,Jumia,Giza,19525.72,2,39051.44,1.15,4524,,,,,
P3848,ORD103847,HP Pavilion Laptop,Computers,HP,Amazon,Alexandria,14809.15,4,59236.6,4.79,3511,,,,,
P3849,ORD103848,HP Pavilion Laptop,Computers,HP,Souq,Riyadh,12858.24,2,25716.48,1.62,3918,,,,,
P3850,ORD103849,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Dubai,15440.04,3,46320.12,1.59,1625,,,,,
P3851,ORD103850,Nike Air Max,Fashion,Nike,Souq,Riyadh,19536.81,2,39073.62,1.78,2369,,,,,
P3852,ORD103851,HP Pavilion Laptop,Computers,HP,Jumia,Alexandria,2480.94,2,4961.88,2.14,4255,,,,,
P3853,ORD103852,HP Pavilion Laptop,Computers,HP,Souq,Dubai,8408.12,4,33632.48,3.89,4895,,,,,
P3854,ORD103853,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Cairo,5480.18,5,27400.9,2.99,3675,,,,,
P3855,ORD103854,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Giza,14324.43,2,28648.86,4.21,4586,,,,,
P3856,ORD103855,iPhone 13,Electronics,Apple,Souq,Giza,16564.37,1,16564.37,3.03,3761,,,,,
P3857,ORD103856,Adidas Running Shoes,Fashion,Adidas,Jumia,Casablanca,14169.34,4,56677.36,4.89,4858,,,,,
P3858,ORD103857,T-shirt Cotton,Fashion,Generic,Amazon,Giza,18870.3,2,37740.6,2.21,1062,,,,,
P3859,ORD103858,Nike Air Max,Fashion,Nike,Amazon,Dubai,13785.42,5,68927.1,3.63,682,,,,,
P3860,ORD103859,Nike Air Max,Fashion,Nike,Amazon,Dubai,5600.41,1,5600.41,3.78,4142,,,,,
P3861,ORD103860,Dell Inspiron 3501,Computers,Dell,Amazon,Giza,2905.86,4,11623.44,2.57,3467,,,,,
P3862,ORD103861,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Cairo,14318.51,1,14318.51,3.45,2739,,,,,
P3863,ORD103862,Bluetooth Headset,Accessories,JBL,Jumia,Riyadh,19368.89,4,77475.56,4.32,4801,,,,,
P3864,ORD103863,Nike Air Max,Fashion,Nike,Jumia,Casablanca,2564.16,5,12820.8,4.3,3264,,,,,
P3865,ORD103864,Smartwatch FitPro,Wearables,FitPro,Jumia,Casablanca,5515.72,2,11031.44,3.61,1075,,,,,
P3866,ORD103865,HP Pavilion Laptop,Computers,HP,Jumia,Casablanca,7167.4,1,7167.4,3.72,4574,,,,,
P3867,ORD103866,iPhone 13,Electronics,Apple,Amazon,Casablanca,11772.34,1,11772.34,3.73,1400,,,,,
P3868,ORD103867,Samsung Galaxy A14,Electronics,Samsung,Jumia,Riyadh,19051.22,3,57153.66,4.57,1306,,,,,
P3869,ORD103868,HP Pavilion Laptop,Computers,HP,Jumia,Casablanca,15123.69,3,45371.07,3.59,4620,,,,,
P3870,ORD103869,Adidas Running Shoes,Fashion,Adidas,Amazon,Giza,8292.03,5,41460.15,2.91,4328,,,,,
P3871,ORD103870,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Casablanca,18391.98,4,73567.92,4.5,3575,,,,,
P3872,ORD103871,Dell Inspiron 3501,Computers,Dell,Amazon,Casablanca,11824.53,3,35473.59,3.97,3548,,,,,
P3873,ORD103872,Nike Air Max,Fashion,Nike,Souq,Dubai,1719.99,5,8599.95,3.92,2737,,,,,
P3874,ORD103873,HP Pavilion Laptop,Computers,HP,Jumia,Alexandria,3998.73,4,15994.92,3.08,289,,,,,
P3875,ORD103874,Samsung Galaxy A14,Electronics,Samsung,Amazon,Alexandria,14976.14,1,14976.14,4.88,1208,,,,,
P3876,ORD103875,Samsung Galaxy A14,Electronics,Samsung,Jumia,Cairo,6031.78,1,6031.78,4.93,3407,,,,,
P3877,ORD103876,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Alexandria,12132.3,2,24264.6,1.98,3288,,,,,
P3878,ORD103877,Nike Air Max,Fashion,Nike,Souq,Riyadh,13213.65,3,39640.95,2.28,2159,,,,,
P3879,ORD103878,Dell Inspiron 3501,Computers,Dell,Jumia,Dubai,12359.72,4,49438.88,3.83,3167,,,,,
P3880,ORD103879,Samsung Galaxy A14,Electronics,Samsung,Jumia,Cairo,12391.83,2,24783.66,3.47,3549,,,,,
P3881,ORD103880,HP Pavilion Laptop,Computers,HP,Amazon,Dubai,11338.21,2,22676.42,4.03,2392,,,,,
P3882,ORD103881,T-shirt Cotton,Fashion,Generic,Jumia,Casablanca,2733.65,2,5467.3,3.91,3989,,,,,
P3883,ORD103882,Smartwatch FitPro,Wearables,FitPro,Souq,Casablanca,17264.56,5,86322.8,3.18,680,,,,,
P3884,ORD103883,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Casablanca,16568.91,3,49706.73,3.89,1782,,,,,
P3885,ORD103884,Samsung Galaxy A14,Electronics,Samsung,Jumia,Casablanca,9127.03,1,9127.03,2.77,2344,,,,,
P3886,ORD103885,Dell Inspiron 3501,Computers,Dell,Jumia,Dubai,3567.78,1,3567.78,1.94,2048,,,,,
P3887,ORD103886,Bluetooth Headset,Accessories,JBL,Souq,Casablanca,12210.94,5,61054.7,1.58,3438,,,,,
P3888,ORD103887,Bluetooth Headset,Accessories,JBL,Amazon,Riyadh,15221.96,4,60887.84,2.7,3497,,,,,
P3889,ORD103888,Nike Air Max,Fashion,Nike,Amazon,Cairo,7348.77,2,14697.54,4.31,2539,,,,,
P3890,ORD103889,Samsung Galaxy A14,Electronics,Samsung,Souq,Casablanca,256.32,3,768.96,4.29,2667,,,,,
P3891,ORD103890,Bluetooth Headset,Accessories,JBL,Jumia,Cairo,18287.38,4,73149.52,4.38,4067,,,,,
P3892,ORD103891,Dell Inspiron 3501,Computers,Dell,Jumia,Giza,17988.02,2,35976.04,2.59,4309,,,,,
P3893,ORD103892,Dell Inspiron 3501,Computers,Dell,Amazon,Casablanca,16411.44,4,65645.76,3.96,3588,,,,,
P3894,ORD103893,Adidas Running Shoes,Fashion,Adidas,Souq,Dubai,14206.11,4,56824.44,4.11,3724,,,,,
P3895,ORD103894,T-shirt Cotton,Fashion,Generic,Jumia,Dubai,16268.48,2,32536.96,1.14,1701,,,,,
P3896,ORD103895,Smartwatch FitPro,Wearables,FitPro,Souq,Giza,1715.61,5,8578.05,1.91,3129,,,,,
P3897,ORD103896,Dell Inspiron 3501,Computers,Dell,Souq,Alexandria,14657.42,3,43972.26,3.66,4002,,,,,
P3898,ORD103897,iPhone 13,Electronics,Apple,Jumia,Cairo,9259.73,1,9259.73,3.26,1056,,,,,
P3899,ORD103898,Samsung Galaxy A14,Electronics,Samsung,Souq,Riyadh,11067.64,1,11067.64,4.05,523,,,,,
P3900,ORD103899,Bluetooth Headset,Accessories,JBL,Amazon,Cairo,15258.9,2,30517.8,2.23,2619,,,,,
P3901,ORD103900,Samsung Galaxy A14,Electronics,Samsung,Souq,Giza,12730.57,2,25461.14,1.63,1851,,,,,
P3902,ORD103901,Bluetooth Headset,Accessories,JBL,Souq,Cairo,16549.95,1,16549.95,2.52,845,,,,,
P3903,ORD103902,T-shirt Cotton,Fashion,Generic,Souq,Giza,4696.69,2,9393.38,3.73,1147,,,,,
P3904,ORD103903,Smartwatch FitPro,Wearables,FitPro,Souq,Alexandria,5792.16,1,5792.16,3.07,3738,,,,,
P3905,ORD103904,Bluetooth Headset,Accessories,JBL,Amazon,Alexandria,858.55,3,2575.65,1.79,407,,,,,
P3906,ORD103905,Bluetooth Headset,Accessories,JBL,Jumia,Giza,10923.64,2,21847.28,1.22,4956,,,,,
P3907,ORD103906,Bluetooth Headset,Accessories,JBL,Jumia,Alexandria,1464.97,4,5859.88,2.74,2387,,,,,
P3908,ORD103907,Nike Air Max,Fashion,Nike,Souq,Cairo,10042.34,4,40169.36,1.43,3398,,,,,
P3909,ORD103908,Smartwatch FitPro,Wearables,FitPro,Souq,Riyadh,17716.95,2,35433.9,4.24,1761,,,,,
P3910,ORD103909,Adidas Running Shoes,Fashion,Adidas,Souq,Casablanca,5731.59,2,11463.18,1.73,3059,,,,,
P3911,ORD103910,Adidas Running Shoes,Fashion,Adidas,Souq,Dubai,18650.83,1,18650.83,2.82,3069,,,,,
P3912,ORD103911,Samsung Galaxy A14,Electronics,Samsung,Amazon,Casablanca,5218.1,4,20872.4,4.8,4113,,,,,
P3913,ORD103912,Smartwatch FitPro,Wearables,FitPro,Amazon,Dubai,7373.9,2,14747.8,3.21,4572,,,,,
P3914,ORD103913,Bluetooth Headset,Accessories,JBL,Souq,Dubai,10694.27,1,10694.27,3.26,4385,,,,,
P3915,ORD103914,Bluetooth Headset,Accessories,JBL,Jumia,Giza,3380.76,3,10142.28,3.24,4916,,,,,
P3916,ORD103915,iPhone 13,Electronics,Apple,Jumia,Giza,490.27,2,980.54,2.36,1943,,,,,
P3917,ORD103916,Adidas Running Shoes,Fashion,Adidas,Jumia,Giza,4812.72,4,19250.88,1.8,3248,,,,,
P3918,ORD103917,iPhone 13,Electronics,Apple,Jumia,Cairo,4016.57,4,16066.28,4.14,4204,,,,,
P3919,ORD103918,Samsung Galaxy A14,Electronics,Samsung,Souq,Riyadh,16857.23,3,50571.69,4.84,1334,,,,,
P3920,ORD103919,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Dubai,1900.26,4,7601.04,2.74,531,,,,,
P3921,ORD103920,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,2412.72,5,12063.6,2.74,3553,,,,,
P3922,ORD103921,Samsung Galaxy A14,Electronics,Samsung,Souq,Cairo,18805.4,1,18805.4,3.47,4788,,,,,
P3923,ORD103922,T-shirt Cotton,Fashion,Generic,Jumia,Riyadh,5321.76,3,15965.28,1.22,2574,,,,,
P3924,ORD103923,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,8444.51,4,33778.04,4.04,3018,,,,,
P3925,ORD103924,Samsung Galaxy A14,Electronics,Samsung,Amazon,Cairo,15388.13,3,46164.39,2.09,4068,,,,,
P3926,ORD103925,iPhone 13,Electronics,Apple,Souq,Riyadh,5531.54,4,22126.16,4.41,4949,,,,,
P3927,ORD103926,T-shirt Cotton,Fashion,Generic,Souq,Alexandria,15515.32,5,77576.6,4.26,4547,,,,,
P3928,ORD103927,iPhone 13,Electronics,Apple,Jumia,Alexandria,9111.74,3,27335.22,1.53,4673,,,,,
P3929,ORD103928,Dell Inspiron 3501,Computers,Dell,Amazon,Casablanca,15592.63,2,31185.26,2.26,4797,,,,,
P3930,ORD103929,Samsung Galaxy A14,Electronics,Samsung,Amazon,Cairo,1038.44,1,1038.44,3.03,2213,,,,,
P3931,ORD103930,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Alexandria,6586.99,3,19760.97,3.61,3918,,,,,
P3932,ORD103931,Nike Air Max,Fashion,Nike,Souq,Riyadh,5574.36,2,11148.72,4.01,2443,,,,,
P3933,ORD103932,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Dubai,17290.12,5,86450.6,2.99,1164,,,,,
P3934,ORD103933,Samsung Galaxy A14,Electronics,Samsung,Amazon,Casablanca,3858.79,1,3858.79,1.57,4162,,,,,
P3935,ORD103934,Nike Air Max,Fashion,Nike,Souq,Casablanca,14848.03,1,14848.03,4.91,1839,,,,,
P3936,ORD103935,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,3508.71,3,10526.13,1.1,4487,,,,,
P3937,ORD103936,HP Pavilion Laptop,Computers,HP,Amazon,Cairo,733.27,4,2933.08,1.61,3839,,,,,
P3938,ORD103937,Adidas Running Shoes,Fashion,Adidas,Jumia,Giza,446.84,4,1787.36,2.16,366,,,,,
P3939,ORD103938,iPhone 13,Electronics,Apple,Jumia,Casablanca,2942.7,5,14713.5,2.52,4011,,,,,
P3940,ORD103939,Samsung Galaxy A14,Electronics,Samsung,Amazon,Dubai,19133.34,5,95666.7,4.35,2645,,,,,
P3941,ORD103940,Bluetooth Headset,Accessories,JBL,Amazon,Dubai,14495.24,2,28990.48,4.02,1048,,,,,
P3942,ORD103941,Smartwatch FitPro,Wearables,FitPro,Souq,Dubai,8339.91,5,41699.55,4.61,3943,,,,,
P3943,ORD103942,HP Pavilion Laptop,Computers,HP,Souq,Alexandria,3020.02,3,9060.06,4.53,2050,,,,,
P3944,ORD103943,Smartwatch FitPro,Wearables,FitPro,Amazon,Cairo,19269.5,5,96347.5,4.01,3037,,,,,
P3945,ORD103944,Smartwatch FitPro,Wearables,FitPro,Souq,Dubai,9684.97,1,9684.97,2.2,4990,,,,,
P3946,ORD103945,Adidas Running Shoes,Fashion,Adidas,Jumia,Dubai,2861.87,4,11447.48,1.07,4231,,,,,
P3947,ORD103946,T-shirt Cotton,Fashion,Generic,Amazon,Riyadh,2932.35,5,14661.75,2.12,2441,,,,,
P3948,ORD103947,Adidas Running Shoes,Fashion,Adidas,Souq,Cairo,6690.76,2,13381.52,3.99,3703,,,,,
P3949,ORD103948,Samsung Galaxy A14,Electronics,Samsung,Amazon,Alexandria,11749.17,3,35247.51,1.55,17,,,,,
P3950,ORD103949,Bluetooth Headset,Accessories,JBL,Amazon,Alexandria,7627.29,4,30509.16,3.3,1684,,,,,
P3951,ORD103950,HP Pavilion Laptop,Computers,HP,Amazon,Cairo,8087.22,4,32348.88,4.54,2288,,,,,
P3952,ORD103951,Nike Air Max,Fashion,Nike,Amazon,Casablanca,12829.82,4,51319.28,3.7,1641,,,,,
P3953,ORD103952,Nike Air Max,Fashion,Nike,Souq,Cairo,3252.06,2,6504.12,2.26,775,,,,,
P3954,ORD103953,T-shirt Cotton,Fashion,Generic,Jumia,Alexandria,15254.87,5,76274.35,3.13,2052,,,,,
P3955,ORD103954,Adidas Running Shoes,Fashion,Adidas,Amazon,Casablanca,18249.82,3,54749.46,3.64,2169,,,,,
P3956,ORD103955,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Giza,15031.32,5,75156.6,3.6,493,,,,,
P3957,ORD103956,Dell Inspiron 3501,Computers,Dell,Jumia,Riyadh,10926.45,1,10926.45,4.35,3519,,,,,
P3958,ORD103957,Bluetooth Headset,Accessories,JBL,Amazon,Dubai,3110.84,2,6221.68,4.97,2960,,,,,
P3959,ORD103958,iPhone 13,Electronics,Apple,Amazon,Cairo,15051.81,1,15051.81,3.52,2624,,,,,
P3960,ORD103959,Samsung Galaxy A14,Electronics,Samsung,Amazon,Dubai,17507.76,2,35015.52,2.45,4572,,,,,
P3961,ORD103960,Samsung Galaxy A14,Electronics,Samsung,Amazon,Cairo,525.79,5,2628.95,4.43,3354,,,,,
P3962,ORD103961,Samsung Galaxy A14,Electronics,Samsung,Amazon,Cairo,5113.77,2,10227.54,1.63,1891,,,,,
P3963,ORD103962,Dell Inspiron 3501,Computers,Dell,Jumia,Alexandria,12684.16,3,38052.48,1.16,2028,,,,,
P3964,ORD103963,Smartwatch FitPro,Wearables,FitPro,Amazon,Alexandria,16696.48,5,83482.4,3.92,742,,,,,
P3965,ORD103964,HP Pavilion Laptop,Computers,HP,Amazon,Casablanca,8971.2,1,8971.2,3.19,425,,,,,
P3966,ORD103965,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,17485.91,5,87429.55,1.34,1421,,,,,
P3967,ORD103966,T-shirt Cotton,Fashion,Generic,Amazon,Riyadh,2976.81,5,14884.05,4.73,937,,,,,
P3968,ORD103967,Bluetooth Headset,Accessories,JBL,Amazon,Giza,8845.6,5,44228,3.75,285,,,,,
P3969,ORD103968,iPhone 13,Electronics,Apple,Jumia,Riyadh,2891.04,2,5782.08,4.63,3726,,,,,
P3970,ORD103969,Smartwatch FitPro,Wearables,FitPro,Souq,Dubai,13412.44,1,13412.44,4.67,1258,,,,,
P3971,ORD103970,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Giza,15922.38,3,47767.14,3.41,4628,,,,,
P3972,ORD103971,HP Pavilion Laptop,Computers,HP,Souq,Alexandria,512.4,4,2049.6,3.29,2861,,,,,
